id_poliza,num_poliza,nombre_x,apellido_paterno,apellido_materno,rfc,fecha_nacimiento,edad,sexo,estado_civil,ocupacion,ramo,plan,fecha_emision,fecha_inicio_vigencia,fecha_fin_vigencia,num_renovaciones,status_poliza,motivo_baja,canal_venta,marca_vehiculo,modelo_vehiculo,tipo_vehiculo,suma_asegurada,deducible,prima_neta,prima_total,forma_pago,agente_id,estado,municipio,codigo_postal,nombre_largo_x,tasa_base_x,nombre_largo_y,tasa_base_y,nombre_y,region_x,g_edad,nombre_largo,tasa_base,nombre,region_y,prima_calc,nivel_riesgo,edad_calc,dias_vigencia,fraccion_expuesta
POL-008256,GMM-22-008256,Jorge,Diaz,Cruz,DIJC640720XE8,1964-07-20,61,M,Union libre,Empleado,GMM,Plus,2022-08-12,2022-08-12,2023-08-12,3,Vigente,,Agente,,,,3000000,10000.0,86790.0,103696.69,Semestral,AG049,Guanajuato,Irapuato,91301.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Pablo Vega,Queretaro,61+,Gastos Medicos Mayores,0.022,Pablo Vega,Queretaro,76560.0,ALTO,61.8,365,1.0
POL-008257,Acc-24-008257,Patricia,Chavez,Rivera,CHPR670911JR8,1967-09-11,58,F,Union libre,Maestro,Accidentes Personales,Individual,2024-04-13,2024-04-13,2025-04-13,0,Vigente,,Agente,,,,200000,1000.0,2400.0,2784.0,Anual,AG035,Chihuahua,Ciudad Juarez,92943.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Lorena Ramos,Estado de Mexico,46-60,Accidentes Personales,0.012,Lorena Ramos,Estado de Mexico,2784.0,BAJO,58.7,365,1.0
POL-008258,GMM-21-008258,Carlos,Ramirez,Rivera,RACR890627CQ3,1989-06-27,36,M,Divorciado,Jubilado,GMM,Plus,2021-01-21,2021-01-21,2022-01-21,0,Vigente,,Directo,,,,3000000,10000.0,17864.0,78856.8,Semestral,AG048,Guanajuato,Guanajuato,47281.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Juan Ramos,Puebla,31-45,Gastos Medicos Mayores,0.022,Juan Ramos,Puebla,76560.0,ALTO,36.9,365,1.0
POL-008259,GMM-24-008259,Roberto,Vargas,Reyes,VARR750118AH8,1975-01-18,51,F,Viudo,Jubilado,GMM,Basico,2024-12-11,2024-12-11,2025-12-11,2,Vigente,,Agente,,,,2000000,8000.0,51260.0,62434.68,Trimestral,AG016,Sonora,Guaymas,30948.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Gabriela Nunez,CDMX,46-60,Gastos Medicos Mayores,0.022,Gabriela Nunez,CDMX,51040.0,ALTO,51.3,365,1.0
POL-008260,Vid-20-008260,Sandra,Ortiz,Torres,ORST770605JC2,1977-06-05,48,M,Viudo,Estudiante,Vida,Permanente,2020-06-03,2020-06-03,2021-06-03,4,Vigente,,Digital,,,,500000,,11340.0,14206.75,Mensual,AG074,Baja California,Tijuana,89525.0,Vida Individual,0.018,Vida Individual,0.018,Carmen Ortiz,Estado de Mexico,46-60,Vida Individual,0.018,Carmen Ortiz,Estado de Mexico,10440.0,MEDIO,49.0,365,1.0
POL-008261,Aut-23-008261,Hector,Cruz,Lopez,CRHL900209JI3,1990-02-09,36,F,Union libre,Arquitecto,Autos,RC+LT,2023-07-28,2023-07-28,2024-07-28,0,Vigente,,Digital,BMW,2025.0,Pick-up,800000,5000.0,28000.0,32480.0,Anual,AG023,Baja California,Mexicali,38443.0,Automoviles,0.035,Automoviles,0.035,Monica Silva,Coahuila,31-45,Automoviles,0.035,Monica Silva,Coahuila,32480.000000000004,ALTO,36.3,366,1.0
POL-008262,GMM-20-008262,Monica,Mendoza,Ramos,MEMR631217XO9,1963-12-17,62,M,Union libre,Independiente,GMM,Premium,2020-07-07,2020-07-07,2021-07-07,0,Vigente,,Directo,,,,2000000,10000.0,58520.0,67883.2,Anual,AG027,Baja California,Tijuana,28188.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Arturo Silva,Estado de Mexico,61+,Gastos Medicos Mayores,0.022,Arturo Silva,Estado de Mexico,51040.0,ALTO,62.4,365,1.0
POL-008263,GMM-22-008263,Elena,Cruz,Ramos,CRER611007RK4,1961-10-07,64,F,Soltero,Empleado,GMM,Elite,2022-03-12,2022-03-12,2023-03-12,0,Vigente,,Agente,,,,200000,5000.0,5984.0,6941.44,Anual,AG046,Estado de Mexico,Toluca,92570.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Esperanza Ramirez,Guanajuato,61+,Gastos Medicos Mayores,0.022,Esperanza Ramirez,Guanajuato,5104.0,BAJO,64.6,365,1.0
POL-008264,GMM-22-008264,Sandra,Rios,Martinez,RISM020912FG8,2002-09-12,23,F,Divorciado,Estudiante,GMM,Plus,2022-11-20,2022-11-20,2023-11-20,0,Vigente,,Promotor,,,,200000,8000.0,4400.0,5257.12,Semestral,AG015,Coahuila,Acuna,13520.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Diego Castillo,Michoacan,18-30,Gastos Medicos Mayores,0.022,Diego Castillo,Michoacan,5104.0,BAJO,23.7,365,1.0
POL-008265,GMM-20-008265,Ana,Soto,Vargas,SOAV770219PU0,1977-02-19,49,F,Divorciado,,GMM,Basico,2020-09-26,2020-09-26,2021-09-26,0,Vigente,,Agente,,,,500000,15000.0,12485.0,14482.6,Anual,AG059,Baja California,Ensenada,28074.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Enrique Dominguez,Sonora,46-60,Gastos Medicos Mayores,0.022,Enrique Dominguez,Sonora,12760.0,MEDIO,49.2,365,1.0
POL-008266,Vid-21-008266,Silvia,Garcia,Morales,GASM790223LQ0,1979-02-23,47,M,Viudo,Gerente,Vida,10 anios,2021-07-18,2021-07-18,2022-07-18,1,Vigente,,Agente,,,,2000000,,44640.0,54371.52,Trimestral,AG031,Queretaro,Corregidora,40175.0,Vida Individual,0.018,Vida Individual,0.018,Jorge Romero,Chihuahua,46-60,Vida Individual,0.018,Jorge Romero,Chihuahua,41760.0,ALTO,47.2,365,1.0
POL-008267,Acc-19-008267,Sergio,Vega,Garcia,VESG701022FV7,1970-10-22,55,M,Divorciado,Analista,Accidentes Personales,Individual,2019-05-06,2019-05-06,2020-05-06,2,Vigente,,Agente,,,,500000,1000.0,6000.0,7308.0,Trimestral,AG004,Tamaulipas,Victoria,30840.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Patricia Rios,Veracruz,46-60,Accidentes Personales,0.012,Patricia Rios,Veracruz,6959.999999999999,MEDIO,55.6,366,1.0
POL-008268,Acc-19-008268,Diego,Mendoza,Hernandez,MEDH850930JM6,1985-09-30,40,M,Soltero,Maestro,Accidentes Personales,Individual,2019-06-08,2019-06-08,2020-06-08,4,Vigente,,Agente,,,,500000,3000.0,6000.0,7516.8,Mensual,AG080,Michoacan,Lazaro Cardenas,27166.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Sofia Aguilar,Tamaulipas,31-45,Accidentes Personales,0.012,Sofia Aguilar,Tamaulipas,6959.999999999999,MEDIO,40.6,366,1.0
POL-008269,Vid-23-008269,Gloria,Sanchez,Martinez,SAGM950407PV8,1995-04-07,31,M,Viudo,Director,Vida,10 anios,2023-02-04,2023-02-04,2024-02-04,3,Vigente,,Agente,,,,1000000,,18000.0,21924.0,Trimestral,AG044,Baja California,Tijuana,27832.0,Vida Individual,0.018,Vida Individual,0.018,Leticia Flores,Puebla,31-45,Vida Individual,0.018,Leticia Flores,Puebla,20880.0,ALTO,31.1,365,1.0
POL-008270,Aut-19-008270,Carmen,Martinez,Cruz,MACC910728QL3,1991-07-28,34,M,Divorciado,Analista,Autos,Amplia Plus,2019-12-16,2019-12-16,2020-12-16,0,Vigente,,Agente,Kia,2017.0,Camioneta,300000,8000.0,10500.0,12789.0,Trimestral,AG007,Coahuila,Piedras Negras,94441.0,Automoviles,0.035,Automoviles,0.035,Gloria Soto,Baja California,31-45,Automoviles,0.035,Gloria Soto,Baja California,12180.000000000002,MEDIO,34.8,366,1.0
POL-008271,GMM-22-008271,Francisco,Soto,Diaz,SOFD640516EL9,1964-05-16,61,M,Union libre,Ingeniero,GMM,Elite,2022-11-13,2022-11-13,2023-11-13,2,Vigente,,Agente,,,,300000,10000.0,8679.0,10873.05,Mensual,AG044,CDMX,Coyoacan,35249.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Leticia Flores,Puebla,61+,Gastos Medicos Mayores,0.022,Leticia Flores,Puebla,7655.999999999999,MEDIO,62.0,365,1.0
POL-008272,Vid-22-008272,Gabriela,Cruz,Garcia,CRGG790611OK0,1979-06-11,46,M,Union libre,Comerciante,Vida,10 anios,2022-12-16,2022-12-16,2023-12-16,1,Vigente,,Banca Seguros,,,,500000,,10980.0,13118.9,Semestral,AG008,Coahuila,Piedras Negras,33858.0,Vida Individual,0.018,Vida Individual,0.018,Sandra Reyes,Guanajuato,46-60,Vida Individual,0.018,Sandra Reyes,Guanajuato,10440.0,MEDIO,46.9,365,1.0
POL-008273,Acc-23-008273,Alicia,Reyes,Reyes,REAR900908KM4,1990-09-08,35,M,Divorciado,Empleado,Accidentes Personales,Individual,2023-02-10,2023-02-10,2024-02-10,2,Vigente,,Agente,,,,500000,2000.0,6000.0,6960.0,Anual,AG076,Baja California,Rosarito,12681.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Elena Diaz,Estado de Mexico,31-45,Accidentes Personales,0.012,Elena Diaz,Estado de Mexico,6959.999999999999,MEDIO,35.7,365,1.0
POL-008274,GMM-23-008274,Claudia,Nunez,Romero,NUCR660805XJ0,1966-08-05,59,F,Viudo,Tecnico,GMM,Premium,2023-11-13,2023-11-13,2024-11-13,4,Vigente,,Agente,,,,2000000,5000.0,56540.0,67553.99,Semestral,AG018,Michoacan,Zamora,28225.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Oscar Navarro,CDMX,46-60,Gastos Medicos Mayores,0.022,Oscar Navarro,CDMX,51040.0,ALTO,59.8,366,1.0
POL-008275,Vid-19-008275,Fernanda,Silva,Lopez,SIFL720105GM1,1972-01-05,54,M,Casado,Empresario,Vida,10 anios,2019-12-29,2019-12-29,2020-12-29,0,Vigente,,Agente,,,,1000000,,24840.0,28814.4,Anual,AG011,Nuevo Leon,San Pedro,53015.0,Vida Individual,0.018,Vida Individual,0.018,Luz Sanchez,Veracruz,46-60,Vida Individual,0.018,Luz Sanchez,Veracruz,20880.0,ALTO,54.4,366,1.0
POL-008276,GMM-24-008276,Oscar,Moreno,Hernandez,MOOH870111QG1,1987-01-11,39,M,Viudo,Estudiante,GMM,Premium,2024-04-12,2024-04-12,2025-04-12,1,Vigente,,Agente,,,,300000,5000.0,6600.0,7656.0,Anual,AG014,CDMX,Tlalpan,84572.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Juan Chavez,CDMX,31-45,Gastos Medicos Mayores,0.022,Juan Chavez,CDMX,7655.999999999999,MEDIO,39.4,365,1.0
POL-008277,GMM-22-008277,Diego,Gomez,Garcia,GODG850318MR7,1985-03-18,41,M,Viudo,Independiente,GMM,Elite,2022-03-15,2022-03-15,2023-03-15,1,Vigente,,Broker,,,,2000000,20000.0,44660.0,54395.88,Trimestral,AG020,Veracruz,Xalapa,44785.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Rocio Ruiz,Coahuila,31-45,Gastos Medicos Mayores,0.022,Rocio Ruiz,Coahuila,51040.0,ALTO,41.2,365,1.0
POL-008278,Aut-20-008278,Raul,Torres,Gonzalez,TORG750617EV1,1975-06-17,50,M,Viudo,Empleado,Autos,RC+LT,2020-09-15,2020-09-15,2021-09-15,3,Vigente,,Directo,Ford,2024.0,Compacto,300000,5000.0,10500.0,12789.0,Trimestral,AG008,Michoacan,Lazaro Cardenas,56077.0,Automoviles,0.035,Automoviles,0.035,Sandra Reyes,Guanajuato,46-60,Automoviles,0.035,Sandra Reyes,Guanajuato,12180.000000000002,MEDIO,50.9,365,1.0
POL-008279,GMM-22-008279,Monica,Chavez,Garcia,CHMG820117NM4,1982-01-17,44,M,Divorciado,,GMM,Premium,2022-02-10,2022-02-10,2023-02-10,0,Cancelada,Siniestro total,Banca Seguros,,,,800000,10000.0,18656.0,23372.24,Mensual,AG016,Puebla,Tehuacan,97261.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Gabriela Nunez,CDMX,31-45,Gastos Medicos Mayores,0.022,Gabriela Nunez,CDMX,20416.0,ALTO,44.3,365,1.0
POL-008280,GMM-21-008280,Manuel,Salazar,Gonzalez,SAMG900430ZH0,1990-04-30,36,F,Casado,Independiente,GMM,Basico,2021-07-18,2021-07-18,2022-07-18,0,Vigente,,Agente,,,,800000,5000.0,17600.0,21436.8,Trimestral,AG049,Queretaro,San Juan del Rio,15235.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Pablo Vega,Queretaro,31-45,Gastos Medicos Mayores,0.022,Pablo Vega,Queretaro,20416.0,ALTO,36.1,365,1.0
POL-008281,Aut-24-008281,Raul,Medina,Rivera,MERR980715LU1,1998-07-15,27,M,Divorciado,Ejecutivo,Autos,Amplia Plus,2024-05-08,2024-05-08,2025-05-08,1,Vigente,,Agente,Honda,2025.0,Hatchback,150000,8000.0,5250.0,6090.0,Anual,AG016,Baja California,Rosarito,70199.0,Automoviles,0.035,Automoviles,0.035,Gabriela Nunez,CDMX,18-30,Automoviles,0.035,Gabriela Nunez,CDMX,6090.000000000001,MEDIO,27.8,365,1.0
POL-008282,Aut-22-008282,Manuel,Vega,Martinez,VEMM810926EQ4,1981-09-26,44,F,Union libre,Gerente,Autos,Amplia,2022-10-19,2022-10-19,2023-10-19,0,Vigente,,Broker,Toyota,2025.0,Compacto,300000,8000.0,10500.0,12180.0,Anual,AG076,CDMX,Iztapalapa,12145.0,Automoviles,0.035,Automoviles,0.035,Elena Diaz,Estado de Mexico,31-45,Automoviles,0.035,Elena Diaz,Estado de Mexico,12180.000000000002,MEDIO,44.6,365,1.0
POL-008283,Acc-21-008283,Arturo,Ramos,Reyes,RAAR710222KN5,1971-02-22,55,F,Union libre,Director,Accidentes Personales,Individual,2021-11-16,2021-11-16,2022-11-16,0,Vigente,,Promotor,,,,500000,2000.0,6000.0,6960.0,Anual,AG040,Estado de Mexico,Metepec,25156.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Luz Rodriguez,Tamaulipas,46-60,Accidentes Personales,0.012,Luz Rodriguez,Tamaulipas,6959.999999999999,MEDIO,55.2,365,1.0
POL-008284,Aut-23-008284,Carmen,Rios,Ramirez,RICR711216LY4,1971-12-16,54,F,Casado,Independiente,Autos,Amplia Plus,2023-01-16,2023-01-16,2024-01-16,1,Vigente,,Broker,BMW,2015.0,Camioneta,150000,5000.0,5250.0,6577.2,Mensual,AG075,Coahuila,Torreon,11934.0,Automoviles,0.035,Automoviles,0.035,Victor Jimenez,Yucatan,46-60,Automoviles,0.035,Victor Jimenez,Yucatan,6090.000000000001,MEDIO,54.4,365,1.0
POL-008285,Aut-19-008285,Irene,Soto,Castillo,SOIC940507VI9,1994-05-07,31,M,Soltero,Maestro,Autos,RC+LT,2019-08-21,2019-08-21,2020-08-21,0,Cancelada,Cambio de producto,Agente,Toyota,2019.0,Deportivo,800000,8000.0,28000.0,35078.4,Mensual,AG056,Tamaulipas,Nuevo Laredo,21628.0,Automoviles,0.035,Automoviles,0.035,Monica Ortiz,Tamaulipas,31-45,Automoviles,0.035,Monica Ortiz,Tamaulipas,32480.000000000004,ALTO,32.0,366,1.0
POL-008286,GMM-20-008286,Adriana,Reyes,Gonzalez,REAG980915TY4,1998-09-15,27,F,Union libre,Administrativo,GMM,Elite,2020-11-06,2020-11-06,2021-11-06,0,Vigente,,Agente,,,,800000,10000.0,17600.0,21028.48,Semestral,AG078,Sonora,Navojoa,36109.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Luis Aguilar,Veracruz,18-30,Gastos Medicos Mayores,0.022,Luis Aguilar,Veracruz,20416.0,ALTO,27.7,365,1.0
POL-008287,GMM-22-008287,Eduardo,Chavez,Reyes,CHER021005JQ2,2002-10-05,23,M,Divorciado,Contador,GMM,Elite,2022-11-25,2022-11-25,2023-11-25,1,Vigente,,Digital,,,,3000000,20000.0,66000.0,76560.0,Anual,AG003,Nuevo Leon,Apodaca,24571.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Daniel Sanchez,Queretaro,18-30,Gastos Medicos Mayores,0.022,Daniel Sanchez,Queretaro,76560.0,ALTO,23.6,365,1.0
POL-008288,Aut-20-008288,Carlos,Gomez,Torres,GOCT720422LD0,1972-04-22,54,M,Viudo,Arquitecto,Autos,Amplia Plus,2020-11-05,2020-11-05,2021-11-05,4,Vigente,,Directo,Toyota,2018.0,Compacto,150000,3000.0,5250.0,6577.2,Mensual,AG028,Michoacan,Zamora,85726.0,Automoviles,0.035,Automoviles,0.035,Hector Perez,Coahuila,46-60,Automoviles,0.035,Hector Perez,Coahuila,6090.000000000001,MEDIO,54.1,365,1.0
POL-008289,GMM-20-008289,Juan,Vega,Hernandez,VEJH930118DU7,1993-01-18,33,F,Soltero,Independiente,GMM,Basico,2020-08-10,2020-08-10,2021-08-10,0,Vigente,,Banca Seguros,,,,3000000,5000.0,66000.0,76560.0,Anual,AG044,Queretaro,El Marques,51229.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Leticia Flores,Puebla,31-45,Gastos Medicos Mayores,0.022,Leticia Flores,Puebla,76560.0,ALTO,33.3,365,1.0
POL-008290,GMM-19-008290,Gloria,Soto,Vargas,SOGV950321HI4,1995-03-21,31,M,Soltero,Comerciante,GMM,Plus,2019-12-07,2019-12-07,2020-12-07,4,Vigente,,Agente,,,,300000,15000.0,6600.0,8268.48,Mensual,AG031,Estado de Mexico,Naucalpan,34877.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Jorge Romero,Chihuahua,31-45,Gastos Medicos Mayores,0.022,Jorge Romero,Chihuahua,7655.999999999999,MEDIO,31.2,366,1.0
POL-008291,Aut-23-008291,Diego,Hernandez,Diaz,HEDD790719WY7,1979-07-19,46,F,Viudo,Contador,Autos,Amplia Plus,2023-08-03,2023-08-03,2024-08-03,4,Suspendida,,Banca Seguros,Honda,2022.0,Camioneta,200000,8000.0,7000.0,8120.0,Anual,AG054,Veracruz,Xalapa,,Automoviles,0.035,Automoviles,0.035,Enrique Castillo,Chihuahua,46-60,Automoviles,0.035,Enrique Castillo,Chihuahua,8120.000000000001,MEDIO,46.8,366,1.0
POL-008292,Acc-24-008292,Leticia,Rios,Gutierrez,RILG690906WU5,1969-09-06,56,F,Divorciado,Tecnico,Accidentes Personales,Individual,2024-09-15,2024-09-15,2025-09-15,0,Vigente,,Banca Seguros,,,,500000,2000.0,6000.0,7168.8,Semestral,AG033,Queretaro,San Juan del Rio,20438.0,Accidentes Personales,0.012,Accidentes Personales,0.012,Manuel Dominguez,CDMX,46-60,Accidentes Personales,0.012,Manuel Dominguez,CDMX,6959.999999999999,MEDIO,56.7,365,1.0
POL-008293,Aut-21-008293,Ana,Vargas,Flores,VAAF030909SP4,2003-09-09,22,M,Divorciado,Consultor,Autos,RC+LT,2021-01-05,2021-01-05,2022-01-05,1,Vigente,,Agente,BMW,2020.0,Pick-up,200000,8000.0,7000.0,8120.0,Anual,AG068,Estado de Mexico,Naucalpan,79198.0,Automoviles,0.035,Automoviles,0.035,Valeria Silva,Sonora,18-30,Automoviles,0.035,Valeria Silva,Sonora,8120.000000000001,MEDIO,22.7,365,1.0
POL-008294,Aut-24-008294,Martha,Rivera,Garcia,RIMG881101CP5,1988-11-01,37,F,Viudo,Gerente,Autos,Amplia Plus,2024-07-22,2024-07-22,2025-07-22,3,Vigente,,Agente,Chevrolet,2021.0,Sedan,150000,8000.0,5250.0,6090.0,Anual,AG028,Guanajuato,Irapuato,13943.0,Automoviles,0.035,Automoviles,0.035,Hector Perez,Coahuila,31-45,Automoviles,0.035,Hector Perez,Coahuila,6090.000000000001,MEDIO,37.5,365,1.0
POL-008295,Aut-21-008295,Mario,Silva,Perez,SIMP780623DV0,1978-06-23,47,M,Soltero,,Autos,Amplia Plus,2021-09-02,2021-09-02,2022-09-02,4,Vigente,,Broker,Chevrolet,2025.0,Camioneta,400000,8000.0,14000.0,16240.0,Anual,AG026,Queretaro,El Marques,22626.0,Automoviles,0.035,Automoviles,0.035,Esperanza Jimenez,Nuevo Leon,46-60,Automoviles,0.035,Esperanza Jimenez,Nuevo Leon,16240.000000000002,ALTO,47.9,365,1.0
POL-008296,Vid-19-008296,Irene,Moreno,Gutierrez,MOIG660304MU5,1966-03-04,60,M,Casado,Tecnico,Vida,20 anios,2019-03-25,2019-03-25,2020-03-25,1,Vigente,,Agente,,,,1000000,,27000.0,31320.0,Anual,AG040,Guanajuato,Guanajuato,76074.0,Vida Individual,0.018,Vida Individual,0.018,Luz Rodriguez,Tamaulipas,46-60,Vida Individual,0.018,Luz Rodriguez,Tamaulipas,20880.0,ALTO,60.2,366,1.0
POL-008297,GMM-23-008297,Laura,Nunez,Gutierrez,NULG620427JV0,1962-04-27,64,F,Casado,Arquitecto,GMM,Plus,2023-01-21,2023-01-21,2024-01-21,1,Vigente,,Digital,,,,3000000,5000.0,89760.0,104121.6,Anual,AG057,Estado de Mexico,Naucalpan,51704.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Sofia Lopez,CDMX,61+,Gastos Medicos Mayores,0.022,Sofia Lopez,CDMX,76560.0,ALTO,64.1,365,1.0
POL-008298,Vid-22-008298,Diana,Ruiz,Vega,RUDV950408EN7,1995-04-08,31,M,Casado,Tecnico,Vida,20 anios,2022-11-07,2022-11-07,2023-11-07,0,Cancelada,Solicitud del cliente,Agente,,,,1000000,,18000.0,20880.0,Anual,AG010,Queretaro,San Juan del Rio,88209.0,Vida Individual,0.018,Vida Individual,0.018,Jorge Vargas,Coahuila,31-45,Vida Individual,0.018,Jorge Vargas,Coahuila,20880.0,ALTO,31.1,365,1.0
POL-008299,GMM-19-008299,Sergio,Gutierrez,Gutierrez,GUSG650408HW1,1965-04-08,61,F,Soltero,Ingeniero,GMM,Elite,2019-05-13,2019-05-13,2020-05-13,3,Vigente,,Banca Seguros,,,,200000,10000.0,5786.0,7248.7,Mensual,AG020,Nuevo Leon,Apodaca,24835.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Rocio Ruiz,Coahuila,61+,Gastos Medicos Mayores,0.022,Rocio Ruiz,Coahuila,5104.0,BAJO,61.1,366,1.0
POL-008300,GMM-21-008300,Beatriz,Molina,Perez,MOBP600710QY1,1960-07-10,65,M,Union libre,Ingeniero,GMM,Basico,2021-06-19,2021-06-19,2022-06-19,1,Vigente,,Broker,,,,1000000,15000.0,30250.0,37897.2,Mensual,AG066,Jalisco,Tonala,79702.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Jose Lopez,Jalisco,61+,Gastos Medicos Mayores,0.022,Jose Lopez,Jalisco,25520.0,ALTO,65.9,365,1.0
POL-008301,GMM-19-008301,Carlos,Rodriguez,Gutierrez,ROCG870106QW9,1987-01-06,39,M,Soltero,,GMM,Basico,2019-02-07,2019-02-07,2020-02-07,0,Vigente,,Agente,,,,3000000,10000.0,66000.0,76560.0,Anual,AG029,Guanajuato,Leon,71316.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Manuel Soto,Veracruz,31-45,Gastos Medicos Mayores,0.022,Manuel Soto,Veracruz,76560.0,ALTO,39.4,365,1.0
POL-008302,GMM-23-008302,Lorena,Aguilar,Ramos,AGLR790716SP0,1979-07-16,46,F,Soltero,Gerente,GMM,Basico,2023-06-27,2023-06-27,2024-06-27,2,Vigente,,Broker,,,,1000000,5000.0,23980.0,27816.8,Anual,AG039,Estado de Mexico,Metepec,33655.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Fernando Torres,Jalisco,46-60,Gastos Medicos Mayores,0.022,Fernando Torres,Jalisco,25520.0,ALTO,46.8,366,1.0
POL-008303,GMM-22-008303,Fernando,Morales,Perez,MOFP870217VO5,1987-02-17,39,F,Viudo,Director,GMM,Elite,2022-12-11,2022-12-11,2023-12-11,3,Vigente,,Agente,,,,300000,5000.0,6600.0,8268.48,Mensual,AG022,Guanajuato,Leon,63464.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Beatriz Vargas,Guanajuato,31-45,Gastos Medicos Mayores,0.022,Beatriz Vargas,Guanajuato,7655.999999999999,MEDIO,39.2,365,1.0
POL-008304,GMM-23-008304,Oscar,Ruiz,Ramirez,RUOR950420OS6,1995-04-20,31,M,Union libre,Estudiante,GMM,Elite,2023-12-25,2023-12-25,2024-12-25,0,Vigente,,Banca Seguros,,,,800000,10000.0,17600.0,20416.0,Anual,AG046,Estado de Mexico,Tlalnepantla,66478.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Esperanza Ramirez,Guanajuato,31-45,Gastos Medicos Mayores,0.022,Esperanza Ramirez,Guanajuato,20416.0,ALTO,31.1,366,1.0
POL-008305,Aut-22-008305,Fernando,Navarro,Martinez,NAFM650718OM3,1965-07-18,60,F,Casado,Abogado,Autos,RC+LT,2022-07-17,2022-07-17,2023-07-17,2,Vigente,,Agente,Mazda,2021.0,Lujo,800000,3000.0,28000.0,35078.4,Mensual,AG056,Coahuila,Piedras Negras,92551.0,Automoviles,0.035,Automoviles,0.035,Monica Ortiz,Tamaulipas,46-60,Automoviles,0.035,Monica Ortiz,Tamaulipas,32480.000000000004,ALTO,60.8,365,1.0
POL-008306,Aut-20-008306,Luz,Diaz,Romero,DILR720910LQ0,1972-09-10,53,M,Casado,Ingeniero,Autos,RC+LT,2020-03-17,2020-03-17,2021-03-17,1,Vigente,,Agente,Volkswagen,2021.0,Compacto,200000,8000.0,7000.0,8120.0,Anual,AG073,Sonora,Navojoa,83905.0,Automoviles,0.035,Automoviles,0.035,Mario Ramos,Baja California,46-60,Automoviles,0.035,Mario Ramos,Baja California,8120.000000000001,MEDIO,53.7,365,1.0
POL-008307,GMM-20-008307,Rosa,Diaz,Ramos,DIRR040411BB2,2004-04-11,22,M,Soltero,Abogado,GMM,Premium,2020-08-05,2020-08-05,2021-08-05,1,Vigente,,Directo,,,,3000000,10000.0,66000.0,82684.8,Mensual,AG053,Estado de Mexico,Toluca,64841.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Martha Ramos,Estado de Mexico,18-30,Gastos Medicos Mayores,0.022,Martha Ramos,Estado de Mexico,76560.0,ALTO,22.1,365,1.0
POL-008308,Vid-22-008308,Enrique,Medina,Vargas,MEEV960912XZ8,1996-09-12,29,M,Casado,Administrativo,Vida,Permanente,2022-05-19,2022-05-19,2023-05-19,0,Vigente,,Agente,,,,2000000,,36000.0,41760.0,Anual,AG050,Coahuila,Monclova,80065.0,Vida Individual,0.018,Vida Individual,0.018,Gabriela Rios,Nuevo Leon,18-30,Vida Individual,0.018,Gabriela Rios,Nuevo Leon,41760.0,ALTO,29.7,365,1.0
POL-008309,GMM-24-008309,Lorena,Nunez,Martinez,NULM960831VA0,1996-08-31,29,F,Divorciado,Maestro,GMM,Elite,2024-06-14,2024-06-14,2025-06-14,0,Vigente,,Broker,,,,2000000,15000.0,44000.0,51040.0,Anual,AG011,Queretaro,San Juan del Rio,53413.0,Gastos Medicos Mayores,0.022,Gastos Medicos Mayores,0.022,Luz Sanchez,Veracruz,18-30,Gastos Medicos Mayores,0.022,Luz Sanchez,Veracruz,51040.0,ALTO,29.7,365,1.0
